id,name
367,To Solange Clésinger in Guillery
368,To Solange Clésinger in Guillery
369,Solange Clésinger to Fr. Chopin in Paris
371,Marcelina Czartoryska to Władysław Czartoryski in Paris
373,To Solange Clésinger in Guillery
375,Eugène Delacroix to Juliette de Forget in Paris
376,Justyna Chopin to Fr. Chopin in Paris
377,To Wojciech Grzymała
378,Letter from Fryderyk Chopin to Wojciech Grzymała
374,To Adolf Cichowski in Paris
379,Letter from Fryderyk Chopin to Ludwika Jędrzejewicz
384,Grille de Beuzelin to George Sand in Nohant
388,To Napoleon Orda in Paris
381,To Wojciech Grzymała
382,To Solange Clésinger in Guillery
383,To Wojciech Grzymała
385,Delfina Potocka to Fr. Chopin in Paris
386,George Sand to Grille de Beuzelin in Paris
387,Letter from Fryderyk Chopin to Wojciech Grzymała
392,To Auguste Franchomme in Paris
389,Letter from Fryderyk Chopin to Wojciech Grzymała
390,To Marie de Rozières in Chaudfontaine
391,To Adolf Cichowski in Paris
393,To Tytus Woyciechowski in Karlsbad
395,George Sand to Grille de Beuzelin in Paris
394,George Sand to Ludwika Jędrzejewicz in Paris
396,To Tytus Woyciechowski in Ostende
397,To Auguste Franchomme in Tours
399,Ludwika Jędrzejewicz to Kalasanty Jędrzejewicz in Warsaw
400,Marcelina Czartoryska to Kalasanty Jędrzejewicz in Warsaw
405,Pauline Viardot to George Sand in Nohant
404,Wojciech Grzymała to Auguste Léo in Paris
401,Priest Aleksander Jełowicki to Ksawera Grocholska
402,Adolf Gutmann to pianist Heinefetter in Mannheim
403,Eugène Delacroix to an unknown recipient in Paris
406,Eugène Delacroix to Ludwika Jędrzejewicz in Paris
408,Eugène Delacroix to an unknown recipient in Paris
407,Wojciech Grzymała to Auguste Léo in Paris
1375,Letter from Ludwika Jędrzejewicz to Izabella Barcińska
1472,Letter from Julian Fontana to Ludwika Jędrzejewicz
1500,Letter from Auguste–Mathieu Panseron to mister Moral [?]
409,Eugène Delacroix to Wojciech Grzymała in Paris
1376,Letter from Julian Fontana to Izabella Barcińska
1499,Letter from Aleksandra Karasowska to Izabella Barcińska
1501,Letter from Maurycy Karasowski to Izabella Barcińska
1497,Polish translation of the letter from Breitkopf & Härtel company to Izabella Barcińska
1494,Letter from Breitkopf & Härtel company to Izabella Barcińska
1496,Letter from Maurycy Karasowski to Izabella Barcińska
1478,Letter from Władysław Żeleński to Izabella Barcińska
1393,Letter from Fryderyk Chopin to Julian Fontana
1498,Letter from Katherine Erskine to Ludwika Jędrzejewicz
1495,Invitation from Susanne Gibson-Milner for Fryderyk Chopin
